filename,start time,end time,freq. band (Hz),number of peaks,peaks freq. (Hz),SPL (dB),SNLD (dB),AIS
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307215015.wav,2005-03-07 21:53:34,2005-03-07 21:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307225015.wav,2005-03-07 22:50:15,2005-03-07 22:51:55,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307225015.wav,2005-03-07 22:51:55,2005-03-07 22:53:35,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307225015.wav,2005-03-07 22:53:34,2005-03-07 22:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307235015.wav,2005-03-07 23:50:15,2005-03-07 23:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307235015.wav,2005-03-07 23:51:55,2005-03-07 23:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050307235015.wav,2005-03-07 23:53:34,2005-03-07 23:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308005015.wav,2005-03-08 00:50:15,2005-03-08 00:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308005015.wav,2005-03-08 00:51:55,2005-03-08 00:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308005015.wav,2005-03-08 00:53:34,2005-03-08 00:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308015015.wav,2005-03-08 01:50:15,2005-03-08 01:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308015015.wav,2005-03-08 01:51:55,2005-03-08 01:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308015015.wav,2005-03-08 01:53:34,2005-03-08 01:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308025015.wav,2005-03-08 02:50:15,2005-03-08 02:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308025015.wav,2005-03-08 02:51:55,2005-03-08 02:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308025015.wav,2005-03-08 02:53:34,2005-03-08 02:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308035015.wav,2005-03-08 03:50:15,2005-03-08 03:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308035015.wav,2005-03-08 03:51:55,2005-03-08 03:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308035015.wav,2005-03-08 03:53:34,2005-03-08 03:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308045015.wav,2005-03-08 04:50:15,2005-03-08 04:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308045015.wav,2005-03-08 04:51:55,2005-03-08 04:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308045015.wav,2005-03-08 04:53:34,2005-03-08 04:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308055015.wav,2005-03-08 05:50:15,2005-03-08 05:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308055015.wav,2005-03-08 05:51:55,2005-03-08 05:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308055015.wav,2005-03-08 05:53:34,2005-03-08 05:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308065015.wav,2005-03-08 06:50:15,2005-03-08 06:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308065015.wav,2005-03-08 06:51:55,2005-03-08 06:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308065015.wav,2005-03-08 06:53:34,2005-03-08 06:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308075015.wav,2005-03-08 07:50:15,2005-03-08 07:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308075015.wav,2005-03-08 07:51:55,2005-03-08 07:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308075015.wav,2005-03-08 07:53:34,2005-03-08 07:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308085015.wav,2005-03-08 08:50:15,2005-03-08 08:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308085015.wav,2005-03-08 08:51:55,2005-03-08 08:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308085015.wav,2005-03-08 08:53:34,2005-03-08 08:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308095015.wav,2005-03-08 09:50:15,2005-03-08 09:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308095015.wav,2005-03-08 09:51:55,2005-03-08 09:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308095015.wav,2005-03-08 09:53:34,2005-03-08 09:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308105015.wav,2005-03-08 10:50:15,2005-03-08 10:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308105015.wav,2005-03-08 10:51:55,2005-03-08 10:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308105015.wav,2005-03-08 10:53:34,2005-03-08 10:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308115015.wav,2005-03-08 11:50:15,2005-03-08 11:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308115015.wav,2005-03-08 11:51:55,2005-03-08 11:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308115015.wav,2005-03-08 11:53:34,2005-03-08 11:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308125015.wav,2005-03-08 12:50:15,2005-03-08 12:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308125015.wav,2005-03-08 12:51:55,2005-03-08 12:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308125015.wav,2005-03-08 12:53:34,2005-03-08 12:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308135015.wav,2005-03-08 13:50:15,2005-03-08 13:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308135015.wav,2005-03-08 13:51:55,2005-03-08 13:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308135015.wav,2005-03-08 13:53:34,2005-03-08 13:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308145015.wav,2005-03-08 14:50:15,2005-03-08 14:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308145015.wav,2005-03-08 14:51:55,2005-03-08 14:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308145015.wav,2005-03-08 14:53:34,2005-03-08 14:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308155015.wav,2005-03-08 15:50:15,2005-03-08 15:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308155015.wav,2005-03-08 15:51:55,2005-03-08 15:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308155015.wav,2005-03-08 15:53:34,2005-03-08 15:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308165015.wav,2005-03-08 16:50:15,2005-03-08 16:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308165015.wav,2005-03-08 16:51:55,2005-03-08 16:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308165015.wav,2005-03-08 16:53:34,2005-03-08 16:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308175015.wav,2005-03-08 17:50:15,2005-03-08 17:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308175015.wav,2005-03-08 17:51:55,2005-03-08 17:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308175015.wav,2005-03-08 17:53:34,2005-03-08 17:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308185015.wav,2005-03-08 18:50:15,2005-03-08 18:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308185015.wav,2005-03-08 18:51:55,2005-03-08 18:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308185015.wav,2005-03-08 18:53:34,2005-03-08 18:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308195015.wav,2005-03-08 19:50:15,2005-03-08 19:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308195015.wav,2005-03-08 19:51:55,2005-03-08 19:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308195015.wav,2005-03-08 19:53:34,2005-03-08 19:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308205015.wav,2005-03-08 20:50:15,2005-03-08 20:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308205015.wav,2005-03-08 20:51:55,2005-03-08 20:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308205015.wav,2005-03-08 20:53:34,2005-03-08 20:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308215015.wav,2005-03-08 21:50:15,2005-03-08 21:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308215015.wav,2005-03-08 21:51:55,2005-03-08 21:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308215015.wav,2005-03-08 21:53:34,2005-03-08 21:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308225015.wav,2005-03-08 22:50:15,2005-03-08 22:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308225015.wav,2005-03-08 22:51:55,2005-03-08 22:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308225015.wav,2005-03-08 22:53:34,2005-03-08 22:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308235015.wav,2005-03-08 23:50:15,2005-03-08 23:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308235015.wav,2005-03-08 23:51:55,2005-03-08 23:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050308235015.wav,2005-03-08 23:53:34,2005-03-08 23:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309005015.wav,2005-03-09 00:50:15,2005-03-09 00:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309005015.wav,2005-03-09 00:51:55,2005-03-09 00:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309005015.wav,2005-03-09 00:53:34,2005-03-09 00:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309015015.wav,2005-03-09 01:50:15,2005-03-09 01:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309015015.wav,2005-03-09 01:51:55,2005-03-09 01:53:35,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309015015.wav,2005-03-09 01:53:34,2005-03-09 01:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309025015.wav,2005-03-09 02:50:15,2005-03-09 02:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309025015.wav,2005-03-09 02:51:55,2005-03-09 02:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309025015.wav,2005-03-09 02:53:34,2005-03-09 02:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309035015.wav,2005-03-09 03:50:15,2005-03-09 03:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309035015.wav,2005-03-09 03:51:55,2005-03-09 03:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309035015.wav,2005-03-09 03:53:34,2005-03-09 03:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309045015.wav,2005-03-09 04:50:15,2005-03-09 04:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309045015.wav,2005-03-09 04:51:55,2005-03-09 04:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309045015.wav,2005-03-09 04:53:34,2005-03-09 04:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309055015.wav,2005-03-09 05:50:15,2005-03-09 05:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309055015.wav,2005-03-09 05:51:55,2005-03-09 05:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309055015.wav,2005-03-09 05:53:34,2005-03-09 05:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309065015.wav,2005-03-09 06:50:15,2005-03-09 06:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309065015.wav,2005-03-09 06:51:55,2005-03-09 06:53:35,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309065015.wav,2005-03-09 06:53:34,2005-03-09 06:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309075015.wav,2005-03-09 07:50:15,2005-03-09 07:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309075015.wav,2005-03-09 07:51:55,2005-03-09 07:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309075015.wav,2005-03-09 07:53:34,2005-03-09 07:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309085015.wav,2005-03-09 08:50:15,2005-03-09 08:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309085015.wav,2005-03-09 08:51:55,2005-03-09 08:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309085015.wav,2005-03-09 08:53:34,2005-03-09 08:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309095015.wav,2005-03-09 09:50:15,2005-03-09 09:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309095015.wav,2005-03-09 09:51:55,2005-03-09 09:53:35,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309095015.wav,2005-03-09 09:53:34,2005-03-09 09:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309105015.wav,2005-03-09 10:50:15,2005-03-09 10:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309105015.wav,2005-03-09 10:51:55,2005-03-09 10:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309105015.wav,2005-03-09 10:53:34,2005-03-09 10:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309115015.wav,2005-03-09 11:50:15,2005-03-09 11:51:55,50.0 - 1000.0,3,"[90.5, 120.4, 179.5]",71.0,[3.37 2.85 1.99],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309115015.wav,2005-03-09 11:51:55,2005-03-09 11:53:35,50.0 - 1000.0,2,"[60.6, 120.4]",71.0,[1.26 4.32],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309115015.wav,2005-03-09 11:53:34,2005-03-09 11:55:14,50.0 - 1000.0,1,[119.7],72.0,[3.62],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309125015.wav,2005-03-09 12:50:15,2005-03-09 12:51:55,50.0 - 1000.0,2,"[60.0, 178.8]",79.0,[3.62 5.57],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309125015.wav,2005-03-09 12:51:55,2005-03-09 12:53:35,50.0 - 1000.0,3,"[53.3, 60.0, 178.8]",78.0,[5.21 3.8  3.58],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309125015.wav,2005-03-09 12:53:34,2005-03-09 12:55:14,50.0 - 1000.0,2,"[54.0, 356.7]",78.0,[5.24 4.72],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309135015.wav,2005-03-09 13:50:15,2005-03-09 13:51:55,50.0 - 1000.0,2,"[119.0, 178.1]",74.0,[4.66 5.65],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309135015.wav,2005-03-09 13:51:55,2005-03-09 13:53:35,50.0 - 1000.0,3,"[54.0, 119.0, 178.1]",74.0,[2.66 6.51 4.89],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309135015.wav,2005-03-09 13:53:34,2005-03-09 13:55:14,50.0 - 1000.0,2,"[119.0, 178.1]",74.0,[6.59 4.88],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309145015.wav,2005-03-09 14:50:15,2005-03-09 14:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309145015.wav,2005-03-09 14:51:55,2005-03-09 14:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309145015.wav,2005-03-09 14:53:34,2005-03-09 14:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309155015.wav,2005-03-09 15:50:15,2005-03-09 15:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309155015.wav,2005-03-09 15:51:55,2005-03-09 15:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309155015.wav,2005-03-09 15:53:34,2005-03-09 15:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309165015.wav,2005-03-09 16:50:15,2005-03-09 16:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309165015.wav,2005-03-09 16:51:55,2005-03-09 16:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309165015.wav,2005-03-09 16:53:34,2005-03-09 16:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309175015.wav,2005-03-09 17:50:15,2005-03-09 17:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309175015.wav,2005-03-09 17:51:55,2005-03-09 17:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309175015.wav,2005-03-09 17:53:34,2005-03-09 17:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309185015.wav,2005-03-09 18:50:15,2005-03-09 18:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309185015.wav,2005-03-09 18:51:55,2005-03-09 18:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309185015.wav,2005-03-09 18:53:34,2005-03-09 18:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309195015.wav,2005-03-09 19:50:15,2005-03-09 19:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309195015.wav,2005-03-09 19:51:55,2005-03-09 19:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309195015.wav,2005-03-09 19:53:34,2005-03-09 19:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309205015.wav,2005-03-09 20:50:15,2005-03-09 20:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309205015.wav,2005-03-09 20:51:55,2005-03-09 20:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309205015.wav,2005-03-09 20:53:34,2005-03-09 20:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050309215015.wav,2005-03-09 21:50:15,2005-03-09 21:51:55,50.0 - 1000.0,0,[],69.0,[],0
